gdp_pwt_cur_o,pop_d,pop_o,hostility_level_o,hostility_level_d,common_language,polity_o,polity_d,sanction_threat,sanction_threat_trade,sanction_imposition,sanction_imposition_trade,gdp_wdi_cur_o,gdp_wdi_cap_cur_o,gdp_wdi_const_o,gdp_wdi_cap_const_o,gdp_wdi_cur_d,gdp_wdi_cap_cur_d,gdp_wdi_const_d,gdp_wdi_cap_const_d
37199.26172,79.66531372,16.98326683,0,0,0,-3,8,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,76262072467,957.1899393,1.28976E+11,1618.816177
43236.75391,81.35205841,17.572649,0,0,0,-2,8,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,81357605642,999.9059505,1.33678E+11,1642.937903
46261.9375,83.0319519,18.20336914,0,0,0,-2,8,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,83908206648,1010.309637,1.40322E+11,1689.572895
56802.92578,84.67848969,18.86571693,0,0,0,-2,8,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,91371242495,1078.628944,1.49721E+11,1767.437901
35137.19922,38.55049515,16.44092369,0,0,0,-3,9,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,1.71886E+11,4492.727604,3.26204E+11,8526.27768
37199.26172,38.52400589,16.98326683,0,0,0,-3,9,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,1.90521E+11,4981.198619,3.30275E+11,8635.064403
43236.75391,38.48447037,17.572649,0,0,0,-2,10,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,1.98681E+11,5196.932921,3.37018E+11,8815.44167
46261.9375,38.43882751,18.20336914,0,0,0,-2,10,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,2.17513E+11,5693.377763,3.49024E+11,9135.651731
56802.92578,38.39606476,18.86571693,0,0,0,-2,10,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,2.55102E+11,6681.178818,3.66948E+11,9610.447257
35137.19922,5.302700043,16.44092369,0,0,0,-3,7,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,8855705140,1663.605252,19005701526,3570.352036
37199.26172,5.40662384,16.98326683,0,0,0,-3,7,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,8495806432,1565.053712,18847183576,3471.931105
43236.75391,5.508611202,17.572649,0,0,0,-2,7,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,7196260657,1300.851426,18843149451,3406.232626
46261.9375,5.607950211,18.20336914,0,0,0,-2,8,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,7691367471,1365.416418,19657313980,3489.681041
56802.92578,5.70374012,18.86571693,0,0,0,-2,8,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,9624440836,1679.497171,20454893447,3569.447438
35137.19922,0.592266977,16.44092369,0,0,0,-3,10,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,17759890110,29976.11704,36044298341,60837.54454
37199.26172,0.61688602,16.98326683,0,0,0,-3,10,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,17538461538,28517.26721,37449372355,60892.10024
43236.75391,0.645659029,17.572649,0,0,0,-2,10,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,19363736264,30214.85901,40139043104,62632.30978
46261.9375,0.688585997,18.20336914,0,0,0,-2,10,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,23533791209,34517.75509,41632198904,61063.26146
56802.92578,0.758854985,18.86571693,0,0,0,-2,10,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,31734065934,42124.82901,49633455959,65885.06022
35137.19922,22.12812805,16.44092369,0,0,0,-3,8,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,37253259017,1659.90764,1.09896E+11,4896.697665
37199.26172,21.98413467,16.98326683,0,0,0,-3,8,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,40394824679,1825.179805,1.15631E+11,5224.613528
43236.75391,21.85467529,17.572649,0,0,0,-2,8,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,46066101951,2119.882673,1.22225E+11,5624.603118
46261.9375,21.72891808,18.20336914,0,0,0,-2,8,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,57806506024,2679.41191,1.25087E+11,5797.951352
56802.92578,21.59116364,18.86571693,0,0,0,-2,9,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,74972669057,3494.944517,1.38131E+11,6439.153356
35137.19922,146.3965149,16.44092369,0,0,0,-3,6,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,2.5971E+11,1771.59783,9.51571E+11,6491.086042
37199.26172,145.8148651,16.98326683,0,0,0,-3,6,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,3.06602E+11,2100.358253,1.0001E+12,6851.132363
43236.75391,145.1948853,17.572649,0,0,0,-2,6,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,3.4547E+11,2377.536957,1.04711E+12,7206.211877
46261.9375,144.5847015,18.20336914,0,0,0,-2,6,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,4.30348E+11,2975.132778,1.12354E+12,7767.424427
56802.92578,144.0446014,18.86571693,0,0,0,-2,6,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,5.91017E+11,4102.372294,1.20444E+12,8360.266854
35137.19922,8.02570343,16.44092369,5,5,0,-3,-4,1,1,0,0,9129594819,556.8363181,35998401927,2195.630582,1734938652,218.6801627,2625113519,330.8821616
37199.26172,8.329405785,16.98326683,5,5,0,-3,-4,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,1674685248,203.4568715,2847843421,345.98341
43236.75391,8.536205292,17.572649,0,0,0,-2,-4,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,1677552332,199.0673298,3223532849,382.5216445
46261.9375,8.680345535,18.20336914,0,0,0,-2,-3,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,1846198771,215.7489815,3294527046,385.0023444
56802.92578,8.818437576,18.86571693,0,0,0,-2,-3,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,2088961969,240.6492936,3539892759,407.7971283
35137.19922,20.76431274,16.44092369,0,0,0,-3,-10,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,1.89515E+11,9171.330145,3.79223E+11,18352.02714
37199.26172,21.30359268,16.98326683,0,0,0,-3,-10,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,1.84137E+11,8684.647401,3.74632E+11,17669.118
43236.75391,21.90630722,17.572649,0,0,0,-2,-10,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,1.89606E+11,8695.400072,3.6407E+11,16696.41039
46261.9375,22.55642509,18.20336914,0,0,0,-2,-10,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,2.15808E+11,9609.966975,4.04999E+11,18034.72452
56802.92578,23.22888947,18.86571693,0,0,0,-2,-10,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,2.58742E+11,11185.13337,4.37231E+11,18901.0131
35137.19922,27.25053406,16.44092369,0,0,0,-3,-7,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,12257418326,366.1728076,34053114158,1017.287987
37199.26172,27.94500542,16.98326683,0,0,0,-3,-7,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,13182979784,383.0159987,36266689313,1053.686075
43236.75391,28.67956543,17.572649,0,0,0,-2,-6,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,14803189093,418.2518413,38597648770,1090.544582
46261.9375,29.4359436,18.20336914,0,0,0,-2,-6,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,17646503525,484.8447351,41583019315,1142.51007
56802.92578,30.18634033,18.86571693,0,0,0,-2,-6,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,21457470203,573.3069261,43197815736,1154.171798
35137.19922,9.884052277,16.44092369,0,0,0,-3,8,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,5924239701,604.654066,10915427397,1114.076724
37199.26172,10.13449669,16.98326683,0,0,0,-3,8,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,6174898370,615.2684717,11415454005,1137.438792
43236.75391,10.39686108,17.572649,0,0,0,-2,8,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,6752510283,656.6227077,11490202815,1117.321969
46261.9375,10.67098999,18.20336914,0,0,0,-2,8,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,8683229268,823.7211451,12258119287,1162.84757
56802.92578,10.95594406,18.86571693,0,0,0,-2,8,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,10167441854,940.5516918,12977765548,1200.524135
35137.19922,3.91395998,16.44092369,0,0,0,-3,-2,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,96074477958,23852.32703,1.36347E+11,33850.76018
37199.26172,4.018778801,16.98326683,0,0,0,-3,-2,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,89794943350,21700.02005,1.34889E+11,32597.61994
43236.75391,4.131207943,17.572649,0,0,0,-2,-2,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,92537752709,22159.68886,1.4017E+11,33565.97229
46261.9375,4.249295235,18.20336914,0,0,0,-2,-2,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,97645448284,23730.15245,1.46528E+11,35609.68417
56802.92578,4.37003994,18.86571693,0,0,0,-2,-2,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,1.15035E+11,27608.53737,1.60916E+11,38619.85912
35137.19922,4.564297199,16.44092369,0,0,0,-3,0,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,635874002.2,138.6986922,1385751986,302.2642656
37199.26172,4.739147186,16.98326683,0,0,0,-3,2,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,1090467712,229.3755148,1297819716,272.991178
43236.75391,4.957215786,17.572649,0,0,0,-2,5,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,1253340520,252.3962103,1640668859,330.3959266
46261.9375,5.199549198,18.20336914,0,0,0,-2,5,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,1385810072,266.4471103,1793466334,344.8264173
56802.92578,5.439694881,18.86571693,0,0,0,-2,5,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,1448536631,266.5695675,1911798254,351.8221238
35137.19922,5.86762619,16.44092369,0,0,0,-3,7,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,11784927700,2001.538009,15695563747,2665.715753
37199.26172,5.90596199,16.98326683,0,0,0,-3,7,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,12282533600,2072.299842,15833263893,2671.37639
43236.75391,5.940302849,17.572649,0,0,0,-2,7,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,12664190300,2124.102889,16083565987,2697.6181
46261.9375,5.971535206,18.20336914,0,0,0,-2,7,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,13243892200,2209.496508,16334828454,2725.161598
56802.92578,6.00077486,18.86571693,0,0,0,-2,7,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,13724810900,2278.431843,16480336828,2735.871881
35137.19922,0.472389996,16.44092369,0,0,0,-3,5,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,947671969.7,2012.260287,2696863364,5726.444612
37199.26172,0.47773999,16.98326683,0,0,0,-3,5,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,834279357.8,1750.558371,2810131626,5896.465489
43236.75391,0.483043998,17.572649,0,0,0,-2,5,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,1093574468,2267.721066,2888815337,5990.472149
46261.9375,0.488332003,18.20336914,0,0,0,-2,5,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,1274190311,2611.356086,3070810677,6293.392814
56802.92578,0.493629992,18.86571693,0,0,0,-2,5,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,1484092538,3006.189322,3331829593,6748.979787
35137.19922,5.39921093,16.44092369,0,0,0,-3,9,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,29169953013,5413.150621,55616046824,10320.82699
37199.26172,5.400005817,16.98326683,0,0,0,-3,9,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,30752150336,5717.21709,57425674438,10676.16553
43236.75391,5.400154114,17.572649,0,0,0,-2,9,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,35130340674,6533.553213,60015251651,11161.65778
46261.9375,5.399886131,18.20336914,0,0,0,-2,9,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,46816589165,8712.698793,63315540679,11783.20003
56802.92578,5.399418831,18.86571693,0,0,0,-2,9,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,57332015148,10671.82186,66657892313,12407.74723
35137.19922,1.988499045,16.44092369,0,0,0,-3,10,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,20289627637,10201.30354,36841188769,18523.16642
37199.26172,1.988348961,16.98326683,0,0,0,-3,10,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,20876309576,10479.75943,38026208095,19088.88693
43236.75391,1.988263965,17.572649,0,0,0,-2,10,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,23489889975,11777.15551,39359254613,19733.5987
46261.9375,1.988965034,18.20336914,0,0,0,-2,10,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,29634713063,14849.03695,40524390981,20305.51731
56802.92578,1.991430044,18.86571693,0,0,0,-2,10,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,34414784504,17233.13856,42290927411,21177.1023
35137.19922,8.881640434,16.44092369,0,0,0,-3,10,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,2.61337E+11,29456.06864,3.96534E+11,44694.42666
37199.26172,8.897792816,16.98326683,0,0,0,-3,10,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,2.41019E+11,27093.08111,4.02355E+11,45228.91457
43236.75391,8.920694351,17.572649,0,0,0,-2,10,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,2.65336E+11,29729.71934,4.11191E+11,46071.98832
46261.9375,8.951421738,18.20336914,0,0,0,-2,10,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,3.32269E+11,37090.94137,4.2042E+11,46931.1703
56802.92578,8.990638733,18.86571693,0,0,0,-2,10,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,3.82624E+11,42544.41047,4.38608E+11,48769.28753
35137.19922,1.061468005,16.44092369,0,0,0,-3,-9,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,1738100848,1728.705335,3134761685,3117.816353
37199.26172,1.072926998,16.98326683,0,0,0,-3,-9,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,1542477355,1521.767619,3167826052,3125.293927
43236.75391,1.080929995,17.572649,0,0,0,-2,-9,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,1432228173,1405.441856,3306579969,3244.738498
46261.9375,1.087391973,18.20336914,0,0,0,-2,-9,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,2197612761,2148.619929,3434882335,3358.306237
56802.92578,1.095052958,18.86571693,0,0,0,-2,-9,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,2770082815,2699.133395,3559359527,3468.194565
35137.19922,8.342558861,16.44092369,0,0,0,-3,-2,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,1385058162,165.7629866,3858672133,461.8037239
37199.26172,8.663011551,16.98326683,0,0,0,-3,-2,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,1709347793,196.9736976,4308521326,496.484905
43236.75391,9.001688957,17.572649,0,0,0,-2,-2,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,1987622279,220.3759764,4674366912,518.2665657
46261.9375,9.353200912,18.20336914,0,0,0,-2,-2,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,2736666516,291.9448516,5362511644,572.0673882
56802.92578,9.710042953,18.86571693,0,0,0,-2,-2,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,4414929220,453.5218172,7165890625,736.1132141
35137.19922,4.970366955,16.44092369,0,0,0,-3,-2,1,1,0,0,9129594819,556.8363181,35998401927,2195.630582,1488185772,302.2063943,2751022118,558.6510032
37199.26172,5.111770153,16.98326683,0,0,0,-3,-2,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,1481141850,292.5673576,2773675100,547.8791885
43236.75391,5.251471996,17.572649,0,0,0,-2,-2,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,1698678686,326.8556001,2879813177,554.1266114
46261.9375,5.391400814,18.20336914,0,0,0,-2,-2,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,2111093198,396.0300441,3073341559,576.5428046
56802.92578,5.534597874,18.86571693,0,0,0,-2,-2,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,2255942249,412.589392,3043263831,556.5826758
35137.19922,62.95801926,16.44092369,0,0,0,-3,9,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,1.26392E+11,2007.736363,2.17712E+11,3458.349405
37199.26172,63.54332352,16.98326683,0,0,0,-3,9,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,1.20297E+11,1893.26831,2.25211E+11,3544.438491
43236.75391,64.07316589,17.572649,0,0,0,-2,9,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,1.34301E+11,2096.187999,2.39059E+11,3731.264529
46261.9375,64.55495453,18.20336914,0,0,0,-2,9,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,1.52281E+11,2359.116494,2.56245E+11,3969.728323
56802.92578,65.00222778,18.86571693,0,0,0,-2,9,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,1.72895E+11,2660.122791,2.72361E+11,4190.479159
35137.19922,6.21620512,16.44092369,0,0,0,-3,-1,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,860521119.3,138.4288795,2582669253,415.4645399
37199.26172,6.327125072,16.98326683,0,0,0,-3,-1,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,1080768907,171.0479834,2830110563,447.9076902
43236.75391,6.447688103,17.572649,0,0,0,-2,-1,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,1221120799,190.0025003,3136834880,488.0814992
46261.9375,6.576877117,18.20336914,0,0,0,-2,-3,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,1555301496,237.7574442,3479644147,531.929855
56802.92578,6.712841034,18.86571693,0,0,0,-2,-3,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,2076182461,311.6273248,3840496251,576.4443131
35137.19922,4.516130924,16.44092369,0,0,0,-3,-9,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,2904662605,643.174726,10753701529,2381.174675
37199.26172,4.564080238,16.98326683,0,0,0,-3,-9,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,3534803922,774.4828307,11220825732,2458.506064
43236.75391,4.610002041,17.572649,0,0,0,-2,-9,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,4461978499,967.8901647,11249683443,2440.275757
46261.9375,4.655741215,18.20336914,0,0,0,-2,-9,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,5977560877,1283.911263,11617416309,2495.287285
56802.92578,4.703398228,18.86571693,0,0,0,-2,-9,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,6838351088,1453.916238,12198334458,2593.5136
35137.19922,1.267984033,16.44092369,0,0,0,-3,10,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,8154338233,6435.164683,12400244898,9785.90975
37199.26172,1.272379994,16.98326683,0,0,0,-3,10,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,8824873259,6939.801184,12917152080,10157.93255
43236.75391,1.277837038,17.572649,0,0,0,-2,10,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,9008273721,7053.070804,13942348940,10916.22849
46261.9375,1.284052014,18.20336914,0,0,0,-2,10,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,11305459802,8807.900379,15955762092,12430.87547
56802.92578,1.290534973,18.86571693,0,0,0,-2,10,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,13280275123,10293.80541,17224253398,13350.86143
35137.19922,9.699196815,16.44092369,0,0,0,-3,-3,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,21473188882,2211.826817,29142311723,3001.778028
37199.26172,9.785700798,16.98326683,0,0,0,-3,-3,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,22066101341,2253.04471,30248607447,3088.514094
43236.75391,9.864325523,17.572649,0,0,0,-2,-4,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,23142294436,2344.413533,30648664524,3104.840969
46261.9375,9.939678192,18.20336914,0,0,0,-2,-4,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,27453084983,2760.414314,32089890946,3226.646271
56802.92578,10.01760101,18.86571693,0,0,0,-2,-4,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,31183139301,3111.382703,34090950398,3401.517479
35137.19922,63.24011993,16.44092369,0,0,0,-3,7,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,2.72979E+11,4316.548908,5.20947E+11,8237.59921
37199.26172,64.19147491,16.98326683,0,0,0,-3,7,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,2.00252E+11,3119.56579,4.89887E+11,7631.558706
43236.75391,65.14305115,17.572649,0,0,0,-2,7,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,2.38428E+11,3659.939869,5.21388E+11,8003.454209
46261.9375,66.08580017,18.20336914,0,0,0,-2,7,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,3.11823E+11,4718.199807,5.50629E+11,8331.573778
56802.92578,67.00785828,18.86571693,0,0,0,-2,7,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,4.04787E+11,6040.607698,6.03733E+11,9009.472627
35137.19922,33.262043,16.44092369,0,0,0,-3,-1,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,13375976354,410.9523276,16992936425,522.0767884
37199.26172,34.17301941,16.98326683,0,0,0,-3,-1,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,13581644246,406.5386686,18024545018,539.5277921
43236.75391,35.12380981,17.572649,0,0,0,-2,-1,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,14142035080,411.9723458,19303061141,562.3184594
46261.9375,36.13807297,18.20336914,0,0,0,-2,-1,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,15224257698,431.2796931,20591113842,583.3144338
56802.92578,37.20898438,18.86571693,0,0,0,-2,-1,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,16675948415,459.2592825,22136232861,609.6367156
35137.19922,24.03927422,16.44092369,5,5,0,-3,-4,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,6193246837,261.8689977,9908902840,418.9780455
37199.26172,24.85489273,16.98326683,5,5,0,-3,-4,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,5840503869,239.4731859,10422546785,427.3467735
43236.75391,25.7180481,17.572649,0,0,0,-2,-4,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,6178563591,245.5000794,11332715044,450.2959955
46261.9375,26.62482071,18.20336914,0,0,0,-2,-4,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,6336696289,243.9015264,12066311003,464.4362831
56802.92578,27.56843567,18.86571693,0,0,0,-2,-4,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,7940362799,296.0469361,12887692950,480.5022274
35137.19922,48.84007263,16.44092369,0,0,0,-3,6,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,31261527363,635.7089635,89401549108,1817.997101
37199.26172,48.40288544,16.98326683,0,0,0,-3,6,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,37972301335,779.9771307,97629794849,2005.382992
43236.75391,47.97959137,17.572649,0,0,0,-2,6,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,42351593887,878.6182021,1.02755E+11,2131.729166
46261.9375,47.58055878,18.20336914,0,0,0,-2,6,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,50084197498,1047.502769,1.12533E+11,2353.60428
56802.92578,47.21596527,18.86571693,0,0,0,-2,6,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,64819702952,1366.017225,1.26159E+11,2658.689709
35137.19922,3.321244955,16.44092369,0,0,0,-3,10,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,22823255802,6875.021328,29883433697,9001.750048
37199.26172,3.3271029,16.98326683,0,0,0,-3,10,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,20898788417,6284.4559,28734675667,8640.77852
43236.75391,3.327773094,17.572649,0,0,0,-2,10,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,13606494599,4090.899267,26512908472,7971.313776
46261.9375,3.325637102,18.20336914,0,0,0,-2,10,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,12045631093,3624.198052,26726412660,8041.240178
56802.92578,3.324095964,18.86571693,0,0,0,-2,10,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,13686329890,4120.556611,28063845209,8449.209089
35137.19922,281.9827881,16.44092369,0,0,0,-3,10,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,1.02523E+13,36334.90878,1.26203E+13,44726.9654
37199.26172,284.8523865,16.98326683,0,0,0,-3,10,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,1.05818E+13,37133.24281,1.27463E+13,44728.59748
43236.75391,287.5068359,17.572649,0,0,0,-2,10,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,1.09364E+13,38023.16111,1.29683E+13,45087.36728
46261.9375,290.0276184,18.20336914,0,0,0,-2,10,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,1.14582E+13,39496.48588,1.33393E+13,45980.51458
56802.92578,292.5393372,18.86571693,0,0,0,-2,10,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,1.22137E+13,41712.80107,1.38461E+13,47287.59377
35137.19922,24.84892082,16.44092369,0,0,0,-3,-9,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,13760513969,558.2268024,24133037752,979.0120141
37199.26172,25.18852615,16.98326683,0,0,0,-3,-9,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,11401421329,456.7062895,25137898409,1006.947816
43236.75391,25.51187515,17.572649,0,0,0,-2,-9,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,9687788513,383.343068,26136749834,1034.223843
46261.9375,25.83065987,18.20336914,0,0,0,-2,-9,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,10134453435,396.377979,27243021064,1065.526987
56802.92578,26.160326,18.86571693,0,0,0,-2,-9,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,12030023548,465.1198869,29272353868,1131.764528
35137.19922,24.48834038,16.44092369,0,0,0,-3,7,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,1.17141E+11,4842.037202,2.8896E+11,11944.20584
37199.26172,24.94847679,16.98326683,0,0,0,-3,6,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,1.22904E+11,4986.675586,2.98768E+11,12122.12134
43236.75391,25.40870094,17.572649,0,0,0,-2,6,0,0,0,0,15285594828,872.4944916,42638834055,2433.804393,92893587734,3700.879593,2.7231E+11,10848.81672
46261.9375,25.86852264,18.20336914,0,0,0,-2,6,0,0,0,0,17812705294,982.9608993,43913671239,2423.293995,83620628582,3272.615024,2.51191E+11,9830.736771
56802.92578,26.32722473,18.86571693,0,0,0,-2,6,0,0,0,0,23552052408,1255.564045,48723474948,2597.456995,1.12453E+11,4325.696756,2.97126E+11,11429.40698
35137.19922,80.28556061,16.44092369,0,0,0,-3,-7,0,0,0,0,9129594819,556.8363181,35998401927,2195.630582,31172518403,390.0933261,61146300623,765.1856509
37199.26172,81.13991547,16.98326683,0,0,0,-3,-7,0,0,0,0,8936063723,527.3335285,37512494192,2213.681162,32685198735,404.8078662,64933025784,804.1988617
